NUM_VENDA,ID_LAN,NUM_DOCUMENTO,COD_COLIGADA,COD_EMPREENDIMENTO,CODTDO,ChaveCliente,DATAVENCIMENTO,DATABAIXA,VALOR_LIQUIDO,VALORBAIXA,SALDO,CM,STATUS_PAGAMENTO,DIAS_ATRASO,FAIXA_ATRASO,ENCARGOS
44985,100428,DOC-5385,42,689,20,5-3578,2025-07-10,2025-07-12,4507.05,3373.86,1133.19,2.99,Baixado parcialmente,2,Fase 1 - 01 a 29 dias,89.00
68834,100429,DOC-3350,23,683,18,2-3529,2026-03-25,2026-04-19,1824.82,1824.82,0.00,9.14,Baixado,25,Fase 1 - 01 a 29 dias,44.23
64141,100430,DOC-4792,25,224,71,2-3939,2025-06-15,2025-06-23,865.62,713.64,151.98,2.15,Baixado parcialmente,8,Fase 1 - 01 a 29 dias,20.22
15948,100431,DOC-1707,8,670,18,7-5805,2024-11-28,2024-12-08,1662.10,1662.10,0.00,2.69,Baixado,10,Fase 1 - 01 a 29 dias,43.12
52231,100432,DOC-5426,2,620,71,2-8379,2026-08-15,2026-08-18,640.95,640.95,0.00,0.55,Baixado,3,Fase 1 - 01 a 29 dias,13.82
11829,100433,DOC-2550,23,683,67,6-3799,2024-06-20,2024-06-28,638.96,638.96,0.00,1.80,Baixado,8,Fase 1 - 01 a 29 dias,14.79
85024,100434,DOC-8130,34,376,20,2-3529,2026-05-05,,5195.99,0.00,5195.99,214.49,Em Aberto,131,Fase 4 - 91+ dias,323.90
29284,100435,DOC-9965,37,839,67,6-8618,2026-02-28,2026-03-15,706.12,385.63,320.49,3.04,Baixado parcialmente,15,Fase 1 - 01 a 29 dias,19.10
45219,100436,DOC-2880,42,833,20,7-9641,2025-11-25,,3976.41,0.00,3976.41,329.61,Em Aberto,292,Fase 4 - 91+ dias,421.90
69074,100437,DOC-8948,16,658,20,2-8379,2024-03-20,2024-09-21,2006.05,2006.05,0.00,135.56,Baixado,185,Fase 4 - 91+ dias,183.10
85024,100438,DOC-3092,34,376,20,2-3529,2024-03-05,2024-04-14,5134.46,5134.46,0.00,32.15,Baixado,40,Fase 2 - 30 a 60 dias,196.01
45219,100439,DOC-1351,42,833,20,7-9641,2026-05-25,,4003.90,0.00,4003.90,84.56,Em Aberto,111,Fase 4 - 91+ dias,199.64
90130,100440,DOC-6147,44,286,20,6-8069,2025-03-25,2025-04-01,4390.91,4390.91,0.00,9.60,Baixado,7,Fase 1 - 01 a 29 dias,111.75
86724,100441,DOC-8649,23,927,20,2-6199,2025-04-05,2025-08-30,1234.76,1234.76,0.00,62.95,Baixado,147,Fase 4 - 91+ dias,74.76
33333,100442,DOC-5163,28,623,18,5-2196,2026-03-10,,3858.25,0.00,3858.25,129.37,Em Aberto,187,Fase 4 - 91+ dias,278.46
22246,100443,DOC-3604,10,387,18,2-4974,2025-10-10,,1895.18,0.00,1895.18,169.70,Em Aberto,338,Fase 4 - 91+ dias,275.13
77396,100444,DOC-5377,63,189,20,2-5797,2026-08-15,,2400.33,0.00,2400.33,17.36,Em Aberto,29,Fase 1 - 01 a 29 dias,78.81
45219,100445,DOC-4852,42,833,20,7-9641,2025-12-25,2026-01-16,4290.33,4290.33,0.00,22.33,Baixado,22,Fase 1 - 01 a 29 dias,101.16
49148,100446,DOC-1977,31,399,20,3-3301,2025-08-28,2025-09-07,1571.03,779.35,791.68,2.49,Baixado parcialmente,10,Fase 1 - 01 a 29 dias,32.34
24269,100447,DOC-2949,9,684,18,7-9639,2025-11-20,2025-11-25,1621.47,1621.47,0.00,2.81,Baixado,5,Fase 1 - 01 a 29 dias,39.71
56002,100448,DOC-5129,47,195,20,3-5910,2025-05-20,2025-06-16,4099.35,4099.35,0.00,17.30,Baixado,27,Fase 1 - 01 a 29 dias,101.86
33889,100449,DOC-1691,2,834,20,5-3578,2026-05-25,2026-08-11,1337.52,1337.52,0.00,18.12,Baixado,78,Fase 3 - 61 a 90 dias,64.24
57177,100450,DOC-8703,44,286,18,7-1223,2025-04-15,2025-05-09,2091.78,2091.78,0.00,14.40,Baixado,24,Fase 1 - 01 a 29 dias,63.77
70678,100451,DOC-6408,34,376,18,5-4576,2024-10-10,2024-10-20,2095.01,2095.01,0.00,6.44,Baixado,10,Fase 1 - 01 a 29 dias,54.79
70596,100452,DOC-9298,23,683,20,6-3503,2025-08-05,2025-09-30,5978.92,5978.92,0.00,126.13,Baixado,56,Fase 2 - 30 a 60 dias,227.15
20530,100453,DOC-8021,34,704,20,7-9639,2026-05-20,,3847.85,0.00,3847.85,72.75,Em Aberto,116,Fase 4 - 91+ dias,257.68
64141,100454,DOC-3032,25,224,71,2-3939,2025-05-15,2025-05-15,903.66,515.16,388.50,0.00,Baixado parcialmente,0,Fase 1 - 01 a 29 dias,0.00
52375,100455,DOC-1259,44,762,67,2-4974,2024-11-25,2024-12-01,1354.99,1354.99,0.00,1.12,Baixado,6,Fase 1 - 01 a 29 dias,32.43
20867,100456,DOC-2667,63,189,20,3-5658,2025-12-05,2026-02-12,2348.19,1061.90,1286.29,37.79,Baixado parcialmente,69,Fase 3 - 61 a 90 dias,94.33
15564,100457,DOC-7744,17,792,20,6-9700,2024-08-05,2024-08-11,2073.08,1203.07,870.01,4.69,Baixado parcialmente,6,Fase 1 - 01 a 29 dias,47.40
78338,100458,DOC-5653,8,984,20,6-8581,2025-03-28,2025-03-28,2644.49,2644.49,0.00,0.00,Baixado,0,Fase 1 - 01 a 29 dias,0.00
58586,100459,DOC-8859,58,636,71,6-3528,2026-03-05,2026-03-27,281.48,281.48,0.00,1.75,Baixado,22,Fase 1 - 01 a 29 dias,8.04
70596,100460,DOC-9932,23,683,20,6-3503,2025-11-05,2026-01-21,5770.22,5770.22,0.00,112.19,Baixado,77,Fase 3 - 61 a 90 dias,269.26
89711,100461,DOC-6928,34,704,67,5-7173,2026-04-25,,365.31,0.00,365.31,7.01,Em Aberto,141,Fase 4 - 91+ dias,24.06
33152,100462,DOC-3939,2,834,20,5-4162,2025-09-20,2025-09-21,5844.39,5844.39,0.00,1.72,Baixado,1,Fase 1 - 01 a 29 dias,106.01
30769,100463,DOC-1047,23,683,71,7-3064,2024-02-15,,829.93,0.00,829.93,216.74,Em Aberto,941,Fase 4 - 91+ dias,242.34
37298,100464,DOC-6728,37,839,20,7-3422,2025-04-25,2025-04-30,5667.38,5667.38,0.00,8.07,Baixado,5,Fase 1 - 01 a 29 dias,139.09
25266,100465,DOC-6627,51,312,20,3-5078,2025-09-20,2025-09-30,6440.03,6440.03,0.00,17.76,Baixado,10,Fase 1 - 01 a 29 dias,146.90
54259,100466,DOC-3250,49,893,18,6-3903,2025-02-05,2025-04-23,927.86,927.86,0.00,16.63,Baixado,77,Fase 3 - 61 a 90 dias,38.54
40358,100467,DOC-8756,21,323,18,2-7878,2024-01-20,2024-06-09,1015.24,1015.24,0.00,39.20,Baixado,141,Fase 4 - 91+ dias,75.45
54296,100468,DOC-7143,44,286,20,2-7581,2024-03-20,2024-03-24,5890.84,5890.84,0.00,4.89,Baixado,4,Fase 1 - 01 a 29 dias,141.34
29493,100469,DOC-2771,28,623,20,4-6229,2026-03-05,,5318.72,0.00,5318.72,373.44,Em Aberto,192,Fase 4 - 91+ dias,470.57
93574,100470,DOC-8695,2,620,20,2-4204,2026-02-10,2026-07-16,1933.88,1933.88,0.00,43.02,Baixado,156,Fase 4 - 91+ dias,145.74
55235,100471,DOC-4631,28,130,18,2-3866,2024-11-20,2025-03-19,3377.28,3377.28,0.00,141.23,Baixado,119,Fase 4 - 91+ dias,192.39
72140,100472,DOC-9387,9,684,20,5-8755,2025-03-25,2025-05-11,3971.49,3971.49,0.00,40.77,Baixado,47,Fase 2 - 30 a 60 dias,159.45
37958,100473,DOC-1017,23,927,18,3-3080,2025-05-10,2025-05-14,4473.52,4473.52,0.00,5.66,Baixado,4,Fase 1 - 01 a 29 dias,81.91
20223,100474,DOC-9500,23,927,39,3-1954,2025-09-25,2025-09-28,1344.89,1041.35,303.54,1.10,Baixado parcialmente,3,Fase 1 - 01 a 29 dias,26.29
39184,100475,DOC-6074,25,224,67,6-8715,2024-11-25,2025-03-11,1406.80,1406.80,0.00,33.37,Baixado,106,Fase 4 - 91+ dias,76.88
32230,100476,DOC-9012,8,670,20,4-2238,2024-05-15,2024-08-09,5090.80,5090.80,0.00,146.80,Baixado,86,Fase 3 - 61 a 90 dias,274.06
70300,100477,DOC-5230,44,286,20,2-6398,2025-11-20,2025-12-24,3262.22,3262.22,0.00,37.48,Baixado,34,Fase 2 - 30 a 60 dias,96.60
54612,100478,DOC-4274,44,762,71,5-5390,2026-05-28,2026-07-25,779.55,779.55,0.00,15.49,Baixado,58,Fase 2 - 30 a 60 dias,27.65
27547,100479,DOC-6244,8,984,20,6-7095,2025-11-10,2025-12-06,3891.30,3891.30,0.00,30.69,Baixado,26,Fase 1 - 01 a 29 dias,121.15
29826,100480,DOC-7516,42,689,18,2-5813,2024-03-28,2024-03-31,2342.14,2342.14,0.00,2.45,Baixado,3,Fase 1 - 01 a 29 dias,44.61
97027,100481,DOC-3979,63,189,20,6-6246,2025-04-10,2025-09-19,4405.73,4405.73,0.00,226.62,Baixado,162,Fase 4 - 91+ dias,307.37
29826,100482,DOC-1016,42,689,18,2-5813,2025-10-28,2026-04-23,2364.90,2364.90,0.00,74.09,Baixado,177,Fase 4 - 91+ dias,190.58
31538,100483,DOC-4435,28,130,20,4-9482,2024-12-05,2025-06-22,4059.04,4059.04,0.00,212.13,Baixado,199,Fase 4 - 91+ dias,348.23
52217,100484,DOC-4250,17,363,18,4-6353,2025-10-25,2026-02-19,3245.10,3245.10,0.00,93.04,Baixado,117,Fase 4 - 91+ dias,174.29
65752,100485,DOC-6901,58,636,39,7-4543,2024-01-20,2025-06-20,2536.12,1833.38,702.74,219.43,Baixado parcialmente,517,Fase 4 - 91+ dias,433.18
54244,100486,DOC-9018,23,927,18,7-4543,2024-09-10,2025-07-14,2823.97,2823.97,0.00,339.35,Baixado,307,Fase 4 - 91+ dias,364.41
53506,100487,DOC-3077,10,785,20,5-2196,2024-03-20,2024-03-26,4444.49,4444.49,0.00,3.99,Baixado,6,Fase 1 - 01 a 29 dias,109.24
84389,100488,DOC-6180,28,130,18,2-4328,2026-01-20,,2568.68,0.00,2568.68,109.75,Em Aberto,236,Fase 4 - 91+ dias,246.47
23941,100489,DOC-7701,44,762,20,3-1372,2024-04-05,2024-06-19,4039.15,4039.15,0.00,76.44,Baixado,75,Fase 3 - 61 a 90 dias,191.94
37423,100490,DOC-4833,28,623,39,5-6818,2024-07-05,2024-07-19,1793.97,1793.97,0.00,4.57,Baixado,14,Fase 1 - 01 a 29 dias,45.35
78796,100491,DOC-6202,47,100,71,6-8715,2025-08-20,2025-09-30,620.66,620.66,0.00,3.90,Baixado,41,Fase 2 - 30 a 60 dias,21.44
58259,100492,DOC-6807,23,927,20,5-2193,2025-07-20,2025-08-03,5525.83,5525.83,0.00,17.82,Baixado,14,Fase 1 - 01 a 29 dias,124.90
70362,100493,DOC-4483,16,658,71,3-6582,2025-09-05,2025-09-11,828.88,828.88,0.00,1.57,Baixado,6,Fase 1 - 01 a 29 dias,20.60
63733,100494,DOC-2139,42,689,20,2-5925,2025-07-28,2025-08-22,4202.25,4202.25,0.00,26.87,Baixado,25,Fase 1 - 01 a 29 dias,120.45
10682,100495,DOC-3660,9,735,20,2-1893,2024-08-25,2024-12-24,5640.77,5640.77,0.00,235.56,Baixado,121,Fase 4 - 91+ dias,309.49
69627,100496,DOC-9901,56,720,20,6-7082,2024-01-28,2024-06-19,3389.15,3389.15,0.00,141.57,Baixado,143,Fase 4 - 91+ dias,225.15
55481,100497,DOC-3381,42,833,71,3-2587,2025-03-05,2025-03-16,276.59,276.59,0.00,0.44,Baixado,11,Fase 1 - 01 a 29 dias,5.81
45804,100498,DOC-9461,51,312,18,5-4155,2024-03-25,2024-04-19,1428.15,1428.15,0.00,12.98,Baixado,25,Fase 1 - 01 a 29 dias,42.27
70300,100499,DOC-4916,44,286,20,2-6398,2024-07-20,2024-07-30,3364.13,3364.13,0.00,4.75,Baixado,10,Fase 1 - 01 a 29 dias,67.06
33889,100500,DOC-4159,2,834,20,5-3578,2025-12-25,,1312.41,0.00,1312.41,51.33,Em Aberto,262,Fase 4 - 91+ dias,150.54
78796,100501,DOC-9080,47,100,71,6-8715,2025-05-20,2025-05-22,657.33,657.33,0.00,0.20,Baixado,2,Fase 1 - 01 a 29 dias,13.13
49110,100502,DOC-7083,23,683,71,3-9045,2026-06-28,,478.48,0.00,478.48,11.74,Em Aberto,77,Fase 3 - 61 a 90 dias,24.66
59406,100503,DOC-2205,34,376,20,6-8749,2026-04-25,,6046.86,0.00,6046.86,256.99,Em Aberto,141,Fase 4 - 91+ dias,366.12
93682,100504,DOC-5449,47,100,67,3-9986,2025-03-05,2025-09-26,1117.68,1117.68,0.00,70.16,Baixado,205,Fase 4 - 91+ dias,93.32
20332,100505,DOC-1580,44,762,20,6-9220,2025-10-20,2025-12-09,3900.02,3900.02,0.00,45.86,Baixado,50,Fase 2 - 30 a 60 dias,149.67
54442,100506,DOC-9159,2,834,20,5-4592,2024-12-15,2024-12-28,6014.43,1695.61,4318.82,12.80,Baixado parcialmente,13,Fase 1 - 01 a 29 dias,150.46
22626,100507,DOC-8425,21,132,18,7-7900,2026-08-25,,826.83,0.00,826.83,5.16,Em Aberto,19,Fase 1 - 01 a 29 dias,20.08
68696,100508,DOC-9731,23,927,20,6-2792,2024-12-20,2025-01-03,1742.60,1742.60,0.00,6.26,Baixado,14,Fase 1 - 01 a 29 dias,43.36
70064,100509,DOC-3234,16,658,20,3-4811,2025-06-15,2025-07-12,2231.20,2231.20,0.00,11.18,Baixado,27,Fase 1 - 01 a 29 dias,55.91
24725,100510,DOC-7335,16,658,20,3-3372,2026-05-28,2026-05-29,3270.94,3270.94,0.00,0.74,Baixado,1,Fase 1 - 01 a 29 dias,71.49
20235,100511,DOC-2062,58,636,18,7-4543,2024-03-25,2024-04-01,2356.63,707.91,1648.72,2.86,Baixado parcialmente,7,Fase 1 - 01 a 29 dias,59.12
84389,100512,DOC-6604,28,130,18,2-4328,2025-07-20,2025-08-22,2651.64,2651.64,0.00,24.91,Baixado,33,Fase 2 - 30 a 60 dias,86.68
87775,100513,DOC-6604,2,834,18,4-6173,2025-08-05,2026-03-02,1496.69,1496.69,0.00,116.06,Baixado,209,Fase 4 - 91+ dias,147.95
46715,100514,DOC-8825,25,224,20,7-3030,2026-07-05,,5992.44,0.00,5992.44,167.08,Em Aberto,70,Fase 3 - 61 a 90 dias,280.84
32022,100515,DOC-8814,51,312,20,7-8432,2024-10-25,,1298.50,0.00,1298.50,322.50,Em Aberto,688,Fase 4 - 91+ dias,335.99
63534,100516,DOC-8270,34,704,20,3-7793,2026-01-15,,4332.89,0.00,4332.89,346.80,Em Aberto,241,Fase 4 - 91+ dias,474.02
62657,100517,DOC-3218,19,913,20,6-1478,2026-02-28,,6165.75,0.00,6165.75,367.99,Em Aberto,197,Fase 4 - 91+ dias,559.97
93990,100518,DOC-2219,17,363,18,2-7040,2024-08-25,2024-08-26,4089.11,1517.01,2572.10,1.61,Baixado parcialmente,1,Fase 1 - 01 a 29 dias,82.24
67076,100519,DOC-1857,2,834,18,7-8725,2024-04-05,2024-09-21,946.85,946.85,0.00,57.24,Baixado,169,Fase 4 - 91+ dias,75.87
54737,100520,DOC-5864,21,132,18,2-5314,2026-04-20,,1404.63,0.00,1404.63,41.66,Em Aberto,146,Fase 4 - 91+ dias,90.17
46715,100521,DOC-4054,25,224,20,7-3030,2025-11-05,2025-12-18,5763.63,5763.63,0.00,73.13,Baixado,43,Fase 2 - 30 a 60 dias,200.39
57177,100522,DOC-4607,44,286,18,7-1223,2024-12-15,2025-01-06,2046.42,2046.42,0.00,7.91,Baixado,22,Fase 1 - 01 a 29 dias,52.60
85825,100523,DOC-1939,17,363,18,3-3372,2025-09-28,2025-12-16,912.06,912.06,0.00,22.46,Baixado,79,Fase 3 - 61 a 90 dias,42.22
64141,100524,DOC-1056,25,224,71,2-3939,2025-07-15,2025-07-16,877.13,877.13,0.00,0.30,Baixado,1,Fase 1 - 01 a 29 dias,17.90
17372,100525,DOC-3267,47,100,20,6-7198,2024-01-20,2024-01-28,1409.95,1409.95,0.00,3.82,Baixado,8,Fase 1 - 01 a 29 dias,28.44
71893,100526,DOC-8580,19,858,20,2-9328,2025-04-28,2025-05-15,4552.61,4552.61,0.00,16.19,Baixado,17,Fase 1 - 01 a 29 dias,128.76
95651,100527,DOC-5223,9,684,18,3-4544,2024-10-20,2024-10-29,2491.38,2491.38,0.00,4.43,Baixado,9,Fase 1 - 01 a 29 dias,59.62
88492,100528,DOC-9605,21,323,20,3-9348,2025-03-25,2025-03-26,2926.03,2926.03,0.00,0.96,Baixado,1,Fase 1 - 01 a 29 dias,67.90
34745,100529,DOC-2044,47,100,20,3-5565,2024-04-15,2024-07-06,5646.22,5646.22,0.00,155.02,Baixado,82,Fase 3 - 61 a 90 dias,296.92
23322,100530,DOC-1503,44,286,20,2-4557,2025-10-25,,2059.52,0.00,2059.52,89.48,Em Aberto,323,Fase 4 - 91+ dias,252.61
32480,100531,DOC-6311,9,735,67,6-2569,2025-05-15,2025-05-16,1490.19,1490.19,0.00,0.53,Baixado,1,Fase 1 - 01 a 29 dias,27.18
17000,100532,DOC-5606,34,704,20,2-2951,2024-01-25,2024-08-22,4828.33,4828.33,0.00,385.74,Baixado,210,Fase 4 - 91+ dias,378.99
41372,100533,DOC-2424,25,512,20,2-3947,2024-06-28,2024-07-03,2931.92,2173.34,758.58,5.44,Baixado parcialmente,5,Fase 1 - 01 a 29 dias,71.65
43272,100534,DOC-1380,16,658,20,5-1046,2024-04-28,2024-05-14,5398.34,5398.34,0.00,16.24,Baixado,16,Fase 1 - 01 a 29 dias,124.53
71456,100535,DOC-9882,49,893,18,4-2428,2025-05-25,2025-07-07,3833.12,1013.41,2819.71,47.39,Baixado parcialmente,43,Fase 2 - 30 a 60 dias,150.10
58433,100536,DOC-7261,31,532,18,6-3021,2024-01-15,2025-03-09,3977.59,3977.59,0.00,426.69,Baixado,419,Fase 4 - 91+ dias,551.77
29038,100537,DOC-8426,63,189,18,2-7935,2026-07-05,2026-09-07,2758.85,2758.85,0.00,27.73,Baixado,64,Fase 3 - 61 a 90 dias,125.93
91208,100538,DOC-9082,17,792,20,4-8698,2025-03-15,2025-03-16,3591.47,3591.47,0.00,0.68,Baixado,1,Fase 1 - 01 a 29 dias,66.26
68696,100539,DOC-1294,23,927,20,6-2792,2024-06-20,2024-07-16,1814.12,1341.53,472.59,12.48,Baixado parcialmente,26,Fase 1 - 01 a 29 dias,49.66
17000,100540,DOC-7969,34,704,20,2-2951,2024-06-25,2024-07-05,4948.61,4948.61,0.00,17.75,Baixado,10,Fase 1 - 01 a 29 dias,108.83
74597,100541,DOC-5760,28,130,18,3-1553,2024-07-15,2024-07-28,3410.94,3410.94,0.00,7.70,Baixado,13,Fase 1 - 01 a 29 dias,71.91
22348,100542,DOC-7451,21,132,67,2-4100,2026-02-15,2026-02-26,1151.08,1151.08,0.00,2.75,Baixado,11,Fase 1 - 01 a 29 dias,27.17
24269,100543,DOC-2014,9,684,18,7-9639,2026-01-20,2026-04-13,1677.18,1677.18,0.00,52.45,Baixado,83,Fase 3 - 61 a 90 dias,82.21
64396,100544,DOC-5318,2,620,71,4-1515,2024-10-15,2024-10-16,233.53,89.61,143.92,0.07,Baixado parcialmente,1,Fase 1 - 01 a 29 dias,4.30
18379,100545,DOC-4778,42,833,20,6-5468,2024-12-10,2025-05-25,1422.81,1422.81,0.00,65.02,Baixado,166,Fase 4 - 91+ dias,91.82
10895,100546,DOC-8254,56,720,71,4-8698,2025-02-20,2025-09-30,399.29,399.29,0.00,16.81,Baixado,222,Fase 4 - 91+ dias,39.37
25325,100547,DOC-6882,21,132,71,5-9044,2025-09-28,2026-05-20,369.82,369.82,0.00,24.15,Baixado,234,Fase 4 - 91+ dias,36.24
49948,100548,DOC-8440,8,984,20,3-9045,2024-08-28,2025-03-03,2535.04,1802.76,732.28,178.75,Baixado parcialmente,187,Fase 4 - 91+ dias,232.38
76899,100549,DOC-7400,47,195,18,2-9279,2024-03-25,2024-04-06,1812.53,1812.53,0.00,3.45,Baixado,12,Fase 1 - 01 a 29 dias,39.86
82054,100550,DOC-6360,23,683,18,7-2056,2025-01-20,2025-03-15,1541.71,1249.22,292.49,27.66,Baixado parcialmente,54,Fase 2 - 30 a 60 dias,53.65
18379,100551,DOC-5612,42,833,20,6-5468,2026-09-10,2026-09-13,1422.98,1422.98,0.00,1.38,Baixado,3,Fase 1 - 01 a 29 dias,29.08
70362,100552,DOC-9379,16,658,71,3-6582,2026-03-05,2026-05-18,808.13,808.13,0.00,8.99,Baixado,74,Fase 3 - 61 a 90 dias,37.08
82593,100553,DOC-6240,63,189,18,7-8683,2024-04-20,2024-04-21,3806.66,3806.66,0.00,0.78,Baixado,1,Fase 1 - 01 a 29 dias,79.20
41017,100554,DOC-6627,17,363,18,7-4702,2025-09-15,,1362.38,0.00,1362.38,167.78,Em Aberto,363,Fase 4 - 91+ dias,216.43
54737,100555,DOC-8510,21,132,18,2-5314,2025-10-20,2025-10-22,1370.24,1370.24,0.00,0.58,Baixado,2,Fase 1 - 01 a 29 dias,32.23
70882,100556,DOC-2791,2,834,20,5-7925,2024-09-05,2024-11-11,6460.45,6460.45,0.00,65.85,Baixado,67,Fase 3 - 61 a 90 dias,233.90
98149,100557,DOC-8385,49,893,20,6-3528,2026-02-15,2026-02-22,4304.79,4304.79,0.00,6.83,Baixado,7,Fase 1 - 01 a 29 dias,101.93
38641,100558,DOC-7612,44,762,71,7-4911,2026-03-10,2026-07-25,268.50,268.50,0.00,11.49,Baixado,137,Fase 4 - 91+ dias,18.37
68971,100559,DOC-5763,44,286,20,3-9986,2025-11-15,,5267.56,0.00,5267.56,486.39,Em Aberto,302,Fase 4 - 91+ dias,593.11
62091,100560,DOC-6707,49,893,20,4-5792,2024-03-05,2024-04-11,4846.48,4846.48,0.00,61.75,Baixado,37,Fase 2 - 30 a 60 dias,165.71
56002,100561,DOC-4591,47,195,20,3-5910,2025-04-20,2025-04-29,4398.67,4398.67,0.00,13.35,Baixado,9,Fase 1 - 01 a 29 dias,86.02
72140,100562,DOC-7711,9,684,20,5-8755,2026-07-25,,4303.59,0.00,4303.59,37.34,Em Aberto,50,Fase 2 - 30 a 60 dias,178.03
47548,100563,DOC-2424,19,913,20,4-2058,2024-10-15,2024-11-07,2572.66,1723.15,849.51,16.08,Baixado parcialmente,23,Fase 1 - 01 a 29 dias,78.24
18200,100564,DOC-5746,23,927,71,4-4455,2024-11-25,2024-12-30,645.61,645.61,0.00,7.15,Baixado,35,Fase 2 - 30 a 60 dias,21.79
97970,100565,DOC-7935,51,312,71,4-7713,2025-04-25,2026-08-01,241.74,241.74,0.00,41.60,Baixado,463,Fase 4 - 91+ dias,45.85
88508,100566,DOC-2446,9,735,67,3-5887,2025-05-05,,1465.64,0.00,1465.64,171.60,Em Aberto,496,Fase 4 - 91+ dias,233.94
25062,100567,DOC-2171,63,189,20,4-8954,2026-08-20,,6751.37,0.00,6751.37,47.72,Em Aberto,24,Fase 1 - 01 a 29 dias,196.84
57275,100568,DOC-1105,17,363,18,2-3254,2025-08-05,2025-08-06,4460.51,4460.51,0.00,1.71,Baixado,1,Fase 1 - 01 a 29 dias,80.65
19125,100569,DOC-7737,31,399,20,4-8999,2025-06-10,,5096.46,0.00,5096.46,680.98,Em Aberto,460,Fase 4 - 91+ dias,935.68
32480,100570,DOC-3970,9,735,67,6-2569,2025-09-15,2025-09-25,1496.86,1496.86,0.00,5.51,Baixado,10,Fase 1 - 01 a 29 dias,36.10
98090,100571,DOC-2741,21,132,20,4-1465,2024-06-15,2024-08-31,4197.94,4197.94,0.00,126.65,Baixado,77,Fase 3 - 61 a 90 dias,202.99
81761,100572,DOC-5128,42,833,18,3-8979,2024-02-28,2024-04-09,2062.01,2062.01,0.00,16.38,Baixado,41,Fase 2 - 30 a 60 dias,70.16
23322,100573,DOC-6077,44,286,20,2-4557,2025-08-25,2026-07-31,2082.14,2082.14,0.00,186.84,Baixado,340,Fase 4 - 91+ dias,279.96
41080,100574,DOC-3555,31,399,18,3-8047,2025-06-10,2025-11-27,3624.12,3624.12,0.00,163.62,Baixado,170,Fase 4 - 91+ dias,262.16
47461,100575,DOC-6949,58,636,67,7-4829,2025-02-28,2025-05-03,635.84,635.84,0.00,7.87,Baixado,64,Fase 3 - 61 a 90 dias,24.25
60115,100576,DOC-7372,34,376,18,7-9928,2024-09-05,2024-11-10,1935.20,744.16,1191.04,32.24,Baixado parcialmente,66,Fase 3 - 61 a 90 dias,82.52
24725,100577,DOC-4291,16,658,20,3-3372,2025-09-28,2025-10-04,3127.61,3127.61,0.00,4.45,Baixado,6,Fase 1 - 01 a 29 dias,63.48
82464,100578,DOC-9662,10,387,18,4-5620,2024-06-15,2024-06-25,1869.23,773.22,1096.01,2.52,Baixado parcialmente,10,Fase 1 - 01 a 29 dias,45.15
45645,100579,DOC-9627,37,839,20,4-7405,2025-05-25,2025-06-06,3237.90,3237.90,0.00,8.46,Baixado,12,Fase 1 - 01 a 29 dias,88.75
41435,100580,DOC-2831,2,834,20,5-3805,2025-11-10,2025-12-02,1448.84,1448.84,0.00,9.11,Baixado,22,Fase 1 - 01 a 29 dias,38.59
17254,100581,DOC-2866,19,913,71,3-3080,2025-09-25,2025-11-03,547.44,547.44,0.00,3.53,Baixado,39,Fase 2 - 30 a 60 dias,20.76
29038,100582,DOC-7743,63,189,18,2-7935,2025-08-05,2026-01-02,2711.68,2711.68,0.00,123.13,Baixado,150,Fase 4 - 91+ dias,191.21
42904,100583,DOC-2729,10,785,71,2-7104,2026-05-15,,538.92,0.00,538.92,9.56,Em Aberto,121,Fase 4 - 91+ dias,37.17
84389,100584,DOC-2839,28,130,18,2-4328,2026-02-20,,2460.16,0.00,2460.16,134.01,Em Aberto,205,Fase 4 - 91+ dias,225.25
72741,100585,DOC-3806,56,720,20,4-2428,2026-02-10,2026-03-15,5475.54,4166.62,1308.92,29.10,Baixado parcialmente,33,Fase 2 - 30 a 60 dias,148.85
76464,100586,DOC-3353,63,189,71,4-5557,2024-06-28,2024-08-11,246.72,166.63,80.09,3.86,Baixado parcialmente,44,Fase 2 - 30 a 60 dias,8.64
55481,100587,DOC-2376,42,833,71,3-2587,2026-03-05,2026-03-10,267.51,267.51,0.00,0.49,Baixado,5,Fase 1 - 01 a 29 dias,5.81
33889,100588,DOC-2054,2,834,20,5-3578,2024-05-25,2024-07-01,1430.99,1430.99,0.00,15.91,Baixado,37,Fase 2 - 30 a 60 dias,43.32
58102,100589,DOC-1499,21,132,67,7-7331,2024-07-05,2024-08-11,819.44,819.44,0.00,11.86,Baixado,37,Fase 2 - 30 a 60 dias,22.86
98149,100590,DOC-5677,49,893,20,6-3528,2025-02-15,2025-02-19,4137.45,4137.45,0.00,4.75,Baixado,4,Fase 1 - 01 a 29 dias,99.52
19515,100591,DOC-7820,16,658,20,5-4207,2025-02-28,2025-04-24,3535.69,3535.69,0.00,45.38,Baixado,55,Fase 2 - 30 a 60 dias,145.37
43145,100592,DOC-1852,63,189,20,5-5390,2025-12-05,,3695.75,0.00,3695.75,272.82,Em Aberto,282,Fase 4 - 91+ dias,447.16
65143,100593,DOC-2209,8,984,20,7-9641,2026-08-28,,3499.16,0.00,3499.16,14.80,Em Aberto,16,Fase 1 - 01 a 29 dias,97.49
34745,100594,DOC-3347,47,100,20,3-5565,2026-03-15,2026-03-18,5842.22,5842.22,0.00,6.60,Baixado,3,Fase 1 - 01 a 29 dias,116.32
